Id,CurrentPrice,OriginalPrice,Source,Sku,Brand,Category,Title,Model,Options,Size,Groupset
119066052,4999,4999,BikeExchange,???,Trek,road-bike,Trek Supercaliber 9.7 Medium 2024,,Medium / Silver,,
119031856,8500,8500,BikeExchange,???,Stinner,road-bike,Stinner Gibraltar Sram Red AXS Ceramicspeed Zipp 454 NSW road bike Made in USA,,Small / All Black / 52cm,,SRAM Red AXS
118741228,4000,4200,BikeExchange,???,Giant,road-bike,Giant Trance X 29 1 | XL,,,XL,
119057608,4300,4300,BikeExchange,???,Specialized,road-bike,Specialized Epic Evo Expert 2021,,,Large,
118896014,4295,7995,BikeExchange,???,O2Feel,road-bike,O2 FEEL VERN E Bike 750wh,,Large / Anthracite,,
118475463,2999,2999,BikeExchange,???,Trek,road-bike,Trek Domane 5.9 60cm 2014,,60cm / Black/Silver / 60cm,,Shimano Dura Ace
119066045,2599,2599,BikeExchange,???,Santa Cruz,road-bike,Santa Cruz Highball C Medium 2018,,Medium / Light Blue,,
119058840,3500,3500,BikeExchange,???,Yuba,road-bike,Cargo eBike Yuba Mundo,,,L/XL,
102115414,0,0,BikeExchange,???,Scicon,road-bike,BIKE BAGS FOR HIRE per week Rim Brake Travel Bags Scicon,,,,
118942982,2099,2099,BikeExchange,???,Scott,road-bike,SCOTT SPARK 900 RC,,,Large,
118561362,350,350,BikeExchange,???,Shimano,road-bike,Fd-9070 Dura Ace Front Der Di2 11Spd,,Direct Mount,,
118996602,3300,3300,BikeExchange,???,Baum,road-bike,2006/7 Baum Cappuccino – 51cm top tube,,- / Brown / 51cm,,Shimano Ultegra
119072046,3499,3499,BikeExchange,???,Giant,road-bike,Giant Revolt Advanced Pro Custom Medium 2022,,Medium / Red / 54cm,,Shimano GRX
119013573,2499,2499,BikeExchange,???,BMC,road-bike,BMC Timemachine TWO Small 2018,,Small / Black/Silver / 51cm,,Shimano 105
118849804,999,999,BikeExchange,???,Giant,road-bike,Giant Anthem Advanced 27.5,,,Medium,
118879941,7000,10000,BikeExchange,???,Bianchi,road-bike,Impulso Pro - Ekar 1x13PS (Celeste) - custom build,,Large / Light Blue / 56cm,,Campagnolo Ekar
118731410,4200,4200,BikeExchange,???,BMC,road-bike,BMC SLR01 FRS carbon road bike Dura ace/Ultegra di2,,Medium / All Black / 54cm,,Shimano Dura Ace Di2
118587976,1695,1695,BikeExchange,???,Fast Forward,road-bike,Fast Forward Carbon Front Track Wheel,,Black/Red / Front,,
119046541,5200,5200,BikeExchange,???,Pinarello,road-bike,Pinarello F8 Dogma - Dura Ace (54 Frame),,,54cm,Shimano Dura Ace
118996600,1700,1700,BikeExchange,???,Pinarello,road-bike,2014 Pinarello FP Quarrto – 51.5 (54cm),,- / White / 54cm,,Shimano Ultegra
119072041,7499,7499,BikeExchange,???,Santa Cruz,road-bike,Santa Cruz Tallboy CC Medium 2023,,Medium / Blue,,
118928216,750,750,BikeExchange,???,Lekker,road-bike,2022 Lekker Jordaan Dutch commuter road bike fully loaded,,L/XL / All Black,,
119034723,2999,2999,BikeExchange,???,Giant,road-bike,Giant Momentum Transend,,Large / Grey,,
119112268,6600,6600,BikeExchange,???,Santa Cruz,road-bike,2021 Santa Cruz Hightower CC AXS - Medium,,Medium / Grey,,
119113240,5999,5999,BikeExchange,???,Specialized,road-bike,Specialized Levo Comp Alloy,,- / Black,,
119037461,3995,3995,BikeExchange,???,Baum,road-bike,Baum Romano Custom Built Steel Touring Bikes,,"Medium / Titanium / 52cm, M/L / Titanium / 54cm",,SRAM Force
118842508,4000,4000,BikeExchange,???,Santa Cruz,road-bike,2018 Santa Cruz Tallboy CC - Medium,,Medium / Yellow,,
118733085,2250,2250,BikeExchange,???,Koga,road-bike,Koga World Traveller S – Ultimate Touring Bike,,,54cm,Shimano XT
118098851,190,190,BikeExchange,???,Malvern Star,road-bike,Malvern Star 26 Kids Mountain Bike Size XS,,,XS,
119010275,80,80,BikeExchange,???,Shimano,road-bike,Shimano SPD pedals,,,,
118994925,5750,5750,BikeExchange,???,Orbea,road-bike,Orbea Orca,,,Medium,SRAM Red AXS
119058919,7500,7500,BikeExchange,???,Giant,road-bike,2023 Giant TCR SL0 carbon road bike Dura Ace 12 speed Cadex,,Medium / All Black / 54.5cm,,Shimano Dura Ace Di2 12 Speed
118963163,999,999,BikeExchange,???,Apollo,road-bike,Apollo Giro c 55cm 2007,,M/L / Black/Yellow / 55cm,,Shimano 105
119091448,7000,7000,BikeExchange,???,Pinarello,road-bike,Pinarello Dogma K8S,,,Medium,Campagnolo Super Record
118454136,100,100,BikeExchange,???,Castelli,road-bike,Santini Colore Puro Long Sleeve Thermal Cycling Jersey XXL,,,2XL,
119113007,9200,9200,BikeExchange,???,Forbidden,road-bike,Forbidden Druid GX,,Medium / Green,,
119013895,5500,5500,BikeExchange,???,Look,road-bike,Look 795 carbon aero bike Made in France Sram Red AXS 12 speed,,Small / All Black / 50cm,,SRAM Red AXS
119066053,1999,1999,BikeExchange,???,Giant,road-bike,Giant TCR Advanced Disc 3 Large 2021,,Large / Blue / 58cm,,Shimano Tiagra
117724046,6499,8999,BikeExchange,???,YT Industries,road-bike,YT DECOY MX4 size large,,,Large,
119046736,8250,8250,BikeExchange,???,Specialized,road-bike,Sworks Epic Trinity Racing AXS - Medium,,Medium / Blue,,
119072045,1200,1200,BikeExchange,???,Cannondale,road-bike,Cannondale Synapse 48cm 2017,,XS / White / 48cm,,Shimano 105
119072037,3999,3999,BikeExchange,???,Specialized,road-bike,Specialized Tarmac SL6 Disc Expert 56cm 2020,,Large / Blue / 56cm,,Shimano Ultegra Di2
119064160,1500,1500,BikeExchange,???,Viner,road-bike,Viner Mitus 0.4 – 52cm,,- / White / 52cm,,Shimano Ultegra
116441580,4950,4950,BikeExchange,???,Trek,road-bike,TREK 2020 Fuel Ex 9.9 AXS P1 - Hardly Used,,,M/L,
118842697,900,900,BikeExchange,???,Specialized,road-bike,Specialized Dolce Comp Womens Road Bike,,,S/M,Shimano 105
119009896,4999,4999,BikeExchange,???,Giant,road-bike,2021 Giant TCR Pro,,,M/L,Shimano Ultegra Di2
118994051,2000,2000,BikeExchange,???,Pinarello,road-bike,Pinarello Gan S - 2017 - Small 50cm,,,Small,Shimano Ultegra
109935571,2000,2000,BikeExchange,???,Pinarello,road-bike,"RARE PINARELLO ROHK , 53.5 cm Dual Brakes, As New",,,S/M,Shimano Ultegra
119064889,600,600,BikeExchange,???,Specialized,road-bike,Specialized Sirrus Expert Carbon X1,,,M/L,
118913580,3000,3000,BikeExchange,???,Cinelli,road-bike,Custom Cinelli Superstar,,M/L / Black / 57cm,,Shimano Ultegra
118895685,3500,3500,BikeExchange,???,Bianchi,road-bike,Infinito XE - 105 Di2 (Black Gloss),,Large / Black / 57cm,,"Shimano 105 Di2 12 Speed, Shimano 105"
119112269,4750,4750,BikeExchange,???,Baum,road-bike,2013 Baum Cubano – about 48cm,,- / Titanium / 48cm,,SRAM Force
118988524,7000,8000,BikeExchange,???,Yeti,road-bike,Yeti SB150 T-Series Lge Turq ‘20,,,Large,
119008951,2950,2950,BikeExchange,???,Orbea,road-bike,Full Carbon Orbea Occum AM MTB,,,M/L,
117203843,229,229,BikeExchange,???,Cervelo,road-bike,Cervelo S5 2019-2022 carbon integrated stem 100mm,,Black / 100mm / 0 Degrees,,
118996550,1200,1200,BikeExchange,???,Giant,road-bike,Giant Trance Dual Suspension MTB,,,Large,
118997769,3500,3500,BikeExchange,???,Merida,road-bike,Merida eBig Nine 400 EQ Electric Bike,,,XL,
119030984,2650,2650,BikeExchange,???,Giant,road-bike,Giant Defy 2019 - Men's Small,,,Small,Shimano Ultegra
119043585,1295,1295,BikeExchange,???,Fondriest,road-bike,Fondriest Lampre U107 Rim Brake Bike,,Medium / Blue / 53cm,,Campagnolo Record
119031754,3600,3600,BikeExchange,???,BMC,road-bike,"BMC Fourstroke TWO - Dual Suspension Mountain Bike 29"" - Size Small",,,Small,
118997644,800,800,BikeExchange,???,SRM,road-bike,SRM dura ace 9000 power meter,,,172.5mm,
119022543,1650,1650,BikeExchange,???,Liv,road-bike,Liv Langma Advanced 1 Black 2018 Ladies Road Bike - Size M- 54cm,Langma Advanced 1,,Medium,Shimano Ultegra
118964084,1500,1500,BikeExchange,???,Wilier,road-bike,Wilier Triestina Zero7 frameset,,52cm / Black/Red,,
118848895,500,500,BikeExchange,???,Specialized,road-bike,Specialized s-works enduro,,,Medium,
119009892,4700,4700,BikeExchange,???,Focus,road-bike,Focus Thron 2,,,S/M,
118925191,2600,2750,BikeExchange,???,Trek,road-bike,2020 Trek Emonda SL6 disc – 54cm,,- / Red / 54cm,,Shimano Ultegra
118704272,4999,4999,BikeExchange,???,Focus,road-bike,Focus Jam2 6.8 Medium 2021,,Medium / Blue,,
118972198,8400,8400,BikeExchange,???,Scott,road-bike,Scott Genius 900 Ultimate AXS,,Medium / Grey,,
116468479,3750,3750,BikeExchange,???,Merida,road-bike,Merida One twenty 9.7000 Large 2018,,Large / Blue,,
118692758,2200,2200,BikeExchange,???,Gios,road-bike,1970s GIOS Torino steel road bike,,Small / All Black / 50cm,,Shimano 105
119013536,2999,2999,BikeExchange,???,Specialized,road-bike,Specialized Roubaix 52cm 2020,,S/M / Green / 52cm,,Shimano Ultegra
118953383,8000,8000,BikeExchange,???,Trek,road-bike,2023 Trek Madone SLR Project one carbon aero bike disc Ultegra 12 speed,,Medium / All Black / 54cm,,Shimano Ultegra Di2 12 Speed
119064861,3000,3000,BikeExchange,???,Canyon,road-bike,Canyon Grizl,,,XXL,Shimano GRX
118972364,1800,1800,BikeExchange,???,Avanti,road-bike,Avanti Grand Durance 3,,Medium / Grey/Blue / 54cm,,Shimano GRX
118719364,3800,3800,BikeExchange,???,Pardus,road-bike,Pardus Spark EVO dura ace di2 disc carbon road bike,,Small / All Black / 52cm,,Shimano Dura Ace Di2
119043625,1995,1995,BikeExchange,???,Cinelli,road-bike,Cinelli Columbus Steel Road Bike,,Large / Red / 56cm,,Campagnolo Centaur
119013370,1100,1100,BikeExchange,???,Norco,road-bike,2023 Norco Storm 1 - Medium,,Medium / Burgundy,,
116697695,100,100,BikeExchange,???,Profile Design,road-bike,Profile Design FC System + spare bottle,,,1035ml,
118997792,2950,2950,BikeExchange,???,Cannondale,road-bike,Cannondale Habit 2,,,XL,
119044706,2900,2900,BikeExchange,???,Colnago,road-bike,Colnago Master,,,Medium,Campagnolo Athena
118996547,800,800,BikeExchange,???,Giant,road-bike,Giant Liv Thrive,,,Small,
103386531,2500,2500,BikeExchange,???,Specialized,road-bike,Specialized Amira Pro,,,Medium,SRAM Force
118972313,3500,3500,BikeExchange,???,Kalkhoff,road-bike,Kaklhoff Image K22 3B,,Large / Maroon,,
119112265,1650,1650,BikeExchange,???,Felt,road-bike,2010 Felt DA – 54cm,,- / Black/Red / 54cm,,SRAM Red
119016000,12200,12200,BikeExchange,???,Pinarello,road-bike,Pinarello Dogma F12,,,L/XL,Shimano Dura Ace Di2
119008791,2490,2490,BikeExchange,???,Specialized,road-bike,Enduro Expert Carbon 29,,,Large,
119065237,8000,8000,BikeExchange,???,Specialized,road-bike,Specialized Levo SL Comp Carbon (S3),,,Medium,
118996284,2000,2000,BikeExchange,???,Cannondale,road-bike,Cannondale Supersix Evo,,,60cm,SRAM Red
119013366,2650,2650,BikeExchange,???,Specialized,road-bike,2019 Specialized Tarmac SL6 Disc – 54cm,,- / Black / 54cm,,Shimano 105
119112998,7999,11999,BikeExchange,???,Rocky Mountain,road-bike,Altitude Powerplay Alloy 50 (Blue/Yellow) Ex Demo,,Medium / Blue,,
119013556,4599,4599,BikeExchange,???,Specialized,road-bike,Specialized S-Works Venge Vias 56 2016,,Medium / Black/Orange / 54cm,,Shimano Dura Ace Di2
118963166,3799,3799,BikeExchange,???,Wilier,road-bike,Wilier Cento 10 SL Small 2021,,Small / Black/Red / 52cm,,Shimano Ultegra
119034720,4900,4900,BikeExchange,???,Kalkhoff,road-bike,Kalkhoff K22 Image 3B,,Large / Maroon,,
119013894,7500,7500,BikeExchange,???,Look,road-bike,Look 795 Blade RS carbon road bike Sram red AXS Lightweight Meilenstein,,Medium / All Black / 55cm,,SRAM Red AXS
118996410,8300,8300,BikeExchange,???,Specialized,road-bike,2024 Specialized Levo SL Comp Alloy,,,Small,
119074732,4999,4999,BikeExchange,???,Giant,road-bike,Giant Defy Advanced Pro 1 2024,Defy Advanced Pro 1,,Medium,Shimano 105 Di2 12 Speed
118910104,2499,2499,BikeExchange,???,Norco,road-bike,Norco Scene VLT (Medium),,,Medium,
118984751,4200,4200,BikeExchange,???,Bianchi,road-bike,Bianchi Oltre XR4,,Medium / Black / 55cm,,SRAM Red XPLR eTap AXS
119046738,7150,7150,BikeExchange,???,Orbea,road-bike,2020 Orbea Gain Carbon - Medium,,Medium / Multi Colour,,
118953544,4000,4000,BikeExchange,???,Bianchi,road-bike,Specialissima Frameset (CK16) DEMO,,59cm / Celeste,,
118981761,2500,3300,BikeExchange,???,Trek,road-bike,Trek Emond SL 5 - used but ridden less than 100km - as new condition - recently serviced,,,52cm,Shimano R Series
118511018,2950,2950,BikeExchange,???,Shimano,road-bike,Road bike Component,,,,
119072036,2199,2199,BikeExchange,???,Specialized,road-bike,Focus Mares CX 1.0 Rapha Team 54cm 2014,,Medium / Black / 54cm,,SRAM Red
119043647,550,550,BikeExchange,???,Tokyobike,road-bike,"Tokyo Bike Classic Sport CS26 Original RRP $990 (Current RRP $1,249 AUD)",,,Medium,Shimano Claris
118454133,120,120,BikeExchange,???,Lazer,road-bike,Later Genesis Road Helmet Black Size Large,,,L,
119049610,2500,2500,BikeExchange,???,Bianchi,road-bike,Bianchi “Infinito CV”,,,58cm,Shimano Dura Ace Di2
119043644,1995,1995,BikeExchange,???,Cervelo,road-bike,Cervelo P3 Carbon TT Frame,,XL / White/Black,,
119000522,3850,3850,BikeExchange,???,Canyon,road-bike,CANYON ULTIMATE CF EVO + CAMPAGNOLO SUPER RECORD,,,Small,Campagnolo Super Record
118997193,4450,4450,BikeExchange,???,Norco,road-bike,"NORCO - A1, 2021 Downhill / Enduro (L)",,,Large,
118997666,5990,5990,BikeExchange,???,Trek,road-bike,Trek Domane SL7 Gen 4,,,58cm,SRAM Force AXS
119046852,2699,2699,BikeExchange,???,Gazelle,road-bike,Gazelle Grenoble C7,,57cm / Black,,
119046739,3850,3850,BikeExchange,???,Merida,road-bike,2022 Merida eSilex 600+ Small,,Small / Orange,,
118972259,2600,2600,BikeExchange,???,Merida,road-bike,Merida Espresso CC 400SE EQ,,Small / Blue,,
119046845,2699,2699,BikeExchange,???,Avanti,road-bike,Avanti Metro-E City 2,,S/M / White,,
119057589,250,250,BikeExchange,???,Giant,road-bike,Road bike + full equipment,,,"27.5"" Wheel",Shimano Tourney
119008795,2750,2750,BikeExchange,???,Canyon,road-bike,Canyon XL Neuron Carbon Mountain Bike,,,XL,
119059167,2000,2000,BikeExchange,???,Merida,road-bike,"Merida Scultura 6000 - small, gloss red.",,,Small,Shimano Ultegra
119034722,2499,2499,BikeExchange,???,Kalkhoff,road-bike,Kalkhoff Image 3.B Excite R,,Small / Maroon,,
119022509,4899,4899,BikeExchange,???,Kalkhoff,road-bike,Kalkhoff 3 Belt Drive,,One Size / Green,,
119059176,7399,7399,BikeExchange,???,Focus,road-bike,EX-DEMO FOCUS JAM2 SL 8.8 ($7399),,Large / Light Grey,,
119013515,3000,3000,BikeExchange,???,Santa Cruz,road-bike,Siigmata,,,Medium,SRAM Force CX
119046727,1900,1900,BikeExchange,???,Trek,road-bike,2017 Trek Emonda SL5 – 52cm,,- / Black / 52cm,,Shimano 105
119013368,1400,1400,BikeExchange,???,Temple,road-bike,Temple Adventure – 54cm,,- / Grey / 54cm,,Shimano 105
119072044,1999,1999,BikeExchange,???,Cannondale,road-bike,Cannondale Caad 12 56cm 2017,,M/L / Green / 56cm,,Shimano Ultegra
119013847,4800,4800,BikeExchange,???,Parlee,road-bike,Parlee Altum ML (56cm) Black Rim Brake with SRAM Red AXS 12 Speed,,,M/L,SRAM Red eTap AXS
118997823,5999,5999,BikeExchange,???,Giant,road-bike,Giant XTC Advanced SL 29 0 (2020),,,Large,
119030044,6500,6500,BikeExchange,???,Cannondale,road-bike,Supersix Evo himod,,,Medium,SRAM Force eTap
118765606,6500,6500,BikeExchange,???,Specialized,road-bike,2022 Specialized Tarmac SL7 Expert Disc 61cm SRAM Rival AXS,,,XXL,SRAM Rival AXS
118996603,2500,2500,BikeExchange,???,Ridley,road-bike,2020 Ridley Sablo - Medium,,Medium / Blue,,
119066054,2299,2299,BikeExchange,???,Norco,road-bike,Norco Search XR s2 53cm 2021,,Small / Beige / 53cm,,Shimano GRX
117203851,495,495,BikeExchange,???,Factor,road-bike,Factor One Bar Stem,,Black / 130mm / 440mm,,
118896110,1450,1600,BikeExchange,???,Guerciotti,road-bike,Guerciotti Eureka EVO SRAM RED M/L,,,M/L,SRAM Red
119034587,8500,8500,BikeExchange,???,Giant,road-bike,2024 Giant Propel SL0 carbon road bike Sram Red AXS Cadex Ultra 50,,Large / All Black / 57cm,,SRAM Red AXS
118997603,7000,7000,BikeExchange,???,Cervelo,road-bike,Ex-Demo Cervelo Aspero-5 Force AXS Size 54 $7000 ONO,,54cm / Purple/Yellow / 54cm,,SRAM Force eTap AXS
116330905,4250,4250,BikeExchange,???,Specialized,road-bike,2022 Roubaix Comp - SRAM Rival eTap AXS,,,L/XL,SRAM Rival AXS
119034721,2499,2499,BikeExchange,???,Kalkhoff,road-bike,Kalkhoff Endeavour 1.B Move International Step-Through,,XS / Grey,,
119064212,2250,2250,BikeExchange,???,Focus,road-bike,2017 Focus Mares CX - Small,,Small / Black / -,,SRAM Force
118996605,2250,2250,BikeExchange,???,Giant,road-bike,2010 Giant Trinity Advanced SL2 – 58cm top tube,,- / Black/Grey / 58cm,,Shimano Ultegra
119013574,1999,1999,BikeExchange,???,Giant,road-bike,Giant Propel Advanced Small 2014,,Small / Blue / 51cm,,Shimano Ultegra Di2
119013534,1999,1999,BikeExchange,???,Focus,road-bike,Focus Cayo Disc Ultegra Medium 2015,,Medium / Black / 54.5cm,,Shimano Ultegra
118866034,849,1199,BikeExchange,???,Garmin,road-bike,Garmin Rally XC 100 single sided Power pedals,,22086749,,
119113064,2699,2699,BikeExchange,???,Specialized,road-bike,Specialized Diverge Comp Carbon,,56cm / Black / 56cm,,Shimano GRX
118879928,7599,7599,BikeExchange,???,Bianchi,road-bike,Oltre Comp Ultegra Di2 (Ck16 Black) - Demo,,Large / Black / 55cm,,"Shimano Ultegra Di2 12 Speed, Shimano Ultegra Di2"
119066050,4499,4499,BikeExchange,???,Bianchi,road-bike,Bianchi Infinito Cv 54cm 2017,,Medium / Grey / 54cm,,SRAM Force eTap
118963165,2499,2499,BikeExchange,???,Cube,road-bike,Cube Agree GTC SL 51cm 2011,,Small / White/Black / 51cm,,Shimano Dura Ace
119000750,2750,2750,BikeExchange,???,Giant,road-bike,Giant Explore 1 2021,,,Large,
119064995,4997,4997,BikeExchange,???,BMC,road-bike,BMC URS 01 2,,,Large,SRAM GX Eagle
118845742,2250,2250,BikeExchange,???,Cube,road-bike,2022 Cube Supreme Sport Hybrid ONE400 Easy Entry,,,XS,
118719359,7200,7200,BikeExchange,???,Scott,road-bike,Scott Addict RC Team edition carbon road bike Sram RED AXS,,Large / All Black / 56cm,,SRAM Red XPLR eTap AXS
119046728,900,900,BikeExchange,???,Pinarello,road-bike,2008 Pinarello Marvel – 55cm,,- / Yellow / 55cm,,Campagnolo Centaur
118727456,2000,2000,BikeExchange,???,Focus,road-bike,PARALANE 105,,Small / Black / 51cm,,Shimano 105
